delta_r_m,bin_low_m,bin_high_m,count,pdf
0.34050214997338185,0.30381784431184466,0.3816158803940777,1,0.0016186619956436298
0.42769386384294905,0.3816158803940777,0.47933550611157905,1,0.0012886738300254138
0.5372125878888301,0.47933550611157905,0.602078003624949,3,0.0030778758839000823
0.6747755555646415,0.602078003624949,0.7562509303548701,5,0.004084009009007896
0.8475640010166593,0.7562509303548701,0.9499026143111989,3,0.0019508540556314674
1.064598042853303,0.9499026143111989,1.1931423029811543,4,0.0020708581733615244
1.3372075636619756,1.1931423029811543,1.4986678989145186,12,0.004946049405411691
1.679623666714924,1.4986678989145186,1.8824288315191295,11,0.0036095804707391493
2.109721585827063,1.8824288315191295,2.364458669129466,15,0.003918701121272313
2.649953830675628,2.364458669129466,2.969920936405224,13,0.0027038405280187102
3.328522280801112,2.969920936405224,3.7304227321281727,9,0.001490277242541956
4.180850415406949,3.7304227321281727,4.685664722517,15,0.0019774370098214113
5.251432534139886,4.685664722517,5.885513645075535,11,0.00115449198788164
6.596156504187816,5.885513645075535,7.392605514413147,44,0.0036765269482107094
8.285221288645092,7.392605514413147,9.285615425844497,8,0.0005321841098942993
10.406801560611251,9.285615425844497,11.663364651147083,65,0.0034424854375422254
13.071650707793184,11.663364651147083,14.649979430227736,17,0.0007167942544211755
16.418882519415885,14.649979430227736,18.40137076439498,22,0.0007385078464866398
20.623233378295517,18.40137076439498,23.11337347751258,29,0.0007750277808100882
25.904184068111196,23.11337347751258,29.031969430487504,27,0.000574473335272294
32.53741738387121,29.031969430487504,36.466128574125705,40,0.0006775680848844147
40.869209670090136,36.466128574125705,45.803938185062336,48,0.0006473229826122759
51.33450757175807,45.803938185062336,57.532862283319844,48,0.0005153566275797693
64.47963366327248,57.532862283319844,72.2651888389571,56,0.0004786758246581791
80.99080626298164,72.2651888389571,90.76999319472738,73,0.0004967789283382013
101.7299622603798,90.76999319472738,114.01328629932571,92,0.0004984423931380901
127.77975302399851,114.01328629932571,143.2084436195277,121,0.0005219144900733587
160.50006232267228,143.2084436195277,179.87954728438268,123,0.0004223825177346218
201.598996679416,179.87954728438268,225.9409481273237,154,0.00042102548324132136
253.2220540851845,225.9409481273237,283.797201023455,171,0.00037219506595329043
318.0641259692694,283.797201023455,356.46859047152594,177,0.00030671471094501876
399.51017929332164,356.46859047152594,447.74879926407215,222,0.00030626766934183254
501.8119628316806,447.74879926407215,562.4029510628995,235,0.00025810884085819845
630.3099622803363,562.4029510628995,706.4163653462156,276,0.0002413409062715675
791.7121909728162,706.4163653462156,887.3070105443798,303,0.00021093630040311246
994.4443699847441,887.3070105443798,1114.5179664337754,339,0.00018788635162789703
1249.0897781670121,1114.5179664337754,1399.9103836017202,374,0.00016502660922557385
1568.9417337092996,1399.9103836017202,1758.382674069136,386,0.00013559900971045634
1970.697548567732,1758.382674069136,2208.6482568345477,429,0.00011998123954073972
2475.330182433942,2208.6482568345477,2774.2124591853703,436,9.707991344732238e-05
3109.1830994165675,2774.2124591853703,3484.5995712009276,487,8.63293938153848e-05
3905.3454825134595,3484.5995712009276,4376.894109681576,419,5.913309252026953e-05
4905.379596541048,4376.894109681576,5497.67675049187,430,4.8313874158437364e-05
6161.49047348164,5497.67675049187,6905.455991280029,386,3.452848727106298e-05
7739.251184877659,6905.455991280029,8673.72248527322,367,2.6136242467138095e-05
9721.025969352037,8673.72248527322,10894.785492302966,329,1.8653478166713933e-05
12210.269913640297,10894.785492302966,13684.591722276698,263,1.1871525035007087e-05
15336.929644462947,13684.591722276698,17188.778130391507,211,7.582633382355204e-06
19264.226964912265,17188.778130391507,21590.274639678537,148,4.2343441970917925e-06
24197.17956322724,21590.274639678537,27118.853677712166,127,2.892777308855318e-06
30393.303602656582,27118.853677712166,34063.12504434695,79,1.4326008731195057e-06
38176.056902396034,34063.12504434695,42785.602281574844,74,1.0683576864536772e-06
47951.72448735035,42785.602281574844,53741.62705899206,60,6.896409613909744e-07
60230.62798731423,53741.62705899206,67503.13948932158,43,3.934840137754615e-07
75653.76608516405,67503.13948932158,84788.5352617433,38,2.768401480648553e-07
95026.27673206729,84788.5352617433,106500.16823245889,26,1.5080150061990799e-07
119359.46796613268,106500.16823245889,133771.45622964547,16,7.388208395878552e-08
149923.61147988247,133771.45622964547,168026.0491489629,17,6.249638753135238e-08
188314.25493240677,168026.0491489629,211052.14810656258,3,8.780395670970745e-09
