delta_r_m,bin_low_m,bin_high_m,count,pdf
0.16411141511542424,0.14735432971315335,0.18277411070048122,3,0.00473017058534248
0.20355912182498762,0.18277411070048122,0.22670779750674533,0,0.0
0.25248893289364915,0.22670779750674533,0.28120189042847926,3,0.0030744911454193653
0.3131800759515167,0.28120189042847926,0.34879481010439306,4,0.0033049143207866337
0.3884596399886991,0.34879481010439306,0.43263514114497753,11,0.007327251872485746
0.4818342656111708,0.43263514114497753,0.5366282981604984,7,0.003759193639326608
0.5976534898807256,0.5366282981604984,0.6656184461218628,21,0.009092099371108529
0.7413123545988206,0.6656184461218628,0.8256141491911658,24,0.00837730528765311
0.9195027158471386,0.8256141491911658,1.0240682590996837,39,0.010975035393098808
1.1405249611789066,1.0240682590996837,1.2702250807145907,57,0.012931961406802278
1.4146746547384808,1.2702250807145907,1.5755509863130446,53,0.009694237058342067
1.7547221208475676,1.5755509863130446,1.9542685372544413,127,0.018727927035272263
2.176507305816533,1.9542685372544413,2.424018993279209,184,0.021875200005363655
2.699677627580476,2.424018993279209,3.006684070160276,221,0.021182377568019925
3.348603183357706,3.006684070160276,3.729405224472297,337,0.0260411736674713
4.153511947144181,3.729405224472297,4.625847945367887,394,0.024545681611154006
5.1518978363303365,4.625847945367887,5.737769946062149,526,0.02641878500711523
6.390267237400064,5.737769946062149,7.116966303853676,600,0.024295540692089893
7.926305346628439,7.116966303853676,8.827682156366478,651,0.021252231037970214
9.831563237338415,8.827682156366478,10.949605341202028,659,0.017344315957042496
12.194790821539534,10.949605341202028,13.581578380867876,667,0.014152912362480851
15.126070960548919,13.581578380867876,16.84620272308445,618,0.010571988459372274
18.7619472979756,16.84620272308445,20.895549709232192,611,0.008426702026880386
23.2717846776014,20.895549709232192,25.91824429683997,662,0.007360759671062495
28.865658424436507,25.91824429683997,32.14825150706029,579,0.005190287731433298
35.804139984081445,32.14825150706029,39.87577488368738,549,0.003967650750954405
44.41043475088253,39.87577488368738,49.46077463109638,506,0.0029482196123748897
55.08543748402491,49.46077463109638,61.34973512725096,491,0.002306423359549482
68.32640661654672,61.34973512725096,76.0964628689322,433,0.0016398104659884857
84.75012733598726,76.0964628689322,94.38788365021993,449,0.0013708827773743428
105.12164240943171,94.38788365021993,117.07604064741295,404,0.0009944514062152747
130.38988908001403,117.07604064741295,145.2177839315584,387,0.0007680002968234674
161.73190205761995,145.2177839315584,180.12400020856637,314,0.0005023753163666785
200.60764164868755,180.12400020856637,223.42067598571091,272,0.0003508453867727851
248.8280010057062,223.42067598571091,277.1246385829375,219,0.0002277399405666089
308.6391603811606,277.1246385829375,343.73750312453376,220,0.00018444461946936304
382.8272177398692,343.73750312453376,426.36220170992726,228,0.0001541084238318946
474.8479695883564,426.36220170992726,528.8475228758409,203,0.00011062054436895875
588.9878874166114,528.8475228758409,655.9673942255133,246,0.00010807446199959481
730.5637882883123,655.9673942255133,813.6432594920755,335,0.00011865362309479479
906.1705005499517,813.6432594920755,1009.2199087098167,538,0.0001536266973887787
1123.988061317503,1009.2199087098167,1251.8076100969315,1141,0.00026267472415376783
1394.1627554831643,1251.8076100969315,1552.7064806914725,1780,0.0003303701986710568
1729.2797456390044,1552.7064806914725,1925.9328635928478,1040,0.00015561892941724862
2144.9493087634073,1925.9328635928478,2388.8722312893938,338,4.077500340611165e-05
2660.533987498087,2388.8722312893938,2963.0890283369745,223,2.168854363428265e-05
3300.050527866921,2963.0890283369745,3675.3311771354083,258,2.0229886920541312e-05
4093.2886171154682,3675.3311771354083,4558.776038263331,120,7.585831942092016e-06
5077.198534240967,4558.776038263331,5654.575864165231,63,3.2107814276940142e-06
6297.612352159096,5654.575864165231,7013.774735856639,17,6.985014884220425e-07
7811.378867814149,7013.774735856639,8699.686276576855,17,5.631389381986367e-07
9689.011708638109,8699.686276576855,10790.842900034435,11,2.9377006758643156e-07
12017.973968326525,10790.842900034435,13384.653973871966,10,2.1530944415528066e-07
14906.752375436583,13384.653973871966,16601.943301362913,14,2.4301850072720216e-07
18489.910775994664,16601.943301362913,20592.577284381983,11,1.5394025741799326e-07
22934.35832928909,20592.577284381983,25542.445936340093,9,1.0154306181392527e-07
28447.124399275886,25542.445936340093,31682.12193165676,1,9.09611551127082e-09
35285.00230827962,31682.12193165676,39297.601043927025,0,0.0
43766.511174218715,39297.601043927025,48743.62427930013,1,5.912244831882541e-09
